age,sex,education,marriage,num_dependents,home_ownership,years_at_address,employment_status,years_employed,annual_income,monthly_income,income_source,has_other_loans,region,limit_bal,current_balance,available_credit,credit_utilization,over_limit_flag,balance_to_limit_6m_avg,utilization_trend,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,max_pay_delay,num_late_payments,payment_consistency_score,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,avg_bill_amt,max_bill_amt,bill_volatility,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,avg_pay_amt,total_paid_6m,pay_to_bill_ratio,credit_score,num_credit_inquiries_6m,num_open_accounts,num_closed_accounts,oldest_account_years,num_delinquencies_2yr,num_public_records,bankruptcy_flag,debt_collection_flag,credit_mix_score,card_type,rewards_program,card_age_months,num_cards_held,primary_card_flag,annual_fee,credit_limit_increase_count,avg_monthly_spend,num_transactions_monthly,avg_transaction_value,cash_advance_usage_pct,cash_advance_count_6m,foreign_transaction_flag,online_transaction_pct,travel_category_spend_pct,grocery_category_spend_pct,restaurant_spend_pct,returned_payment_count,weekend_spend_pct,debt_to_income_ratio,monthly_obligation_ratio,credit_limit_to_income,income_stability_index,net_worth_proxy,spend_to_income_ratio,urban_flag,state_code,zip_income_percentile,app_login_frequency_monthly,paperless_flag,autopay_enrolled,customer_service_calls_6m,dispute_count_1yr,num_cards_held_total_institutions,months_since_last_delinquency,mobile_app_user,email_open_rate,min_pay_flag,spend_to_limit_ratio,payment_to_income_ratio,repeat_late_payer_flag,credit_card_default
50,1,1,2,3,1,0.9,3,0.7,56907.0,4742.0,1,0,4,80000,28368.0,51632.0,0.3546,0,0.3091220860116412,0.0924,-1,-1,0,6,-1,0,6,1,0.8333,47279.0,48590.0,26033.0,33520.0,17610.0,52257.0,37548.0,52257.0,12775.74,37912.0,23839.0,12489.0,20787.0,13903.0,36535.0,24244.0,145465.0,0.6457,602.0,1,13,4,1.2,1,1,0,0,4,3,0,197,6,1,0,0,22717.0,20,1135.85,0.0234,1,0,0.47,0.1525,0.6629,0.4277,0,0.541,0.4985,7.9165,1.4058,0.0226,3983.0,4.7896,1,39,0.5056,7,1,1,2,1,1,14,1,0.2518,0,0.284,5.1115,0,0
29,2,1,1,0,0,8.2,1,6.9,40669.0,3389.0,1,0,2,20000,5008.0,14992.0,0.2504,0,0.2551830325334969,-0.0474,-2,-1,0,0,-1,-1,0,0,1.0,10013.0,1902.0,1637.0,4273.0,9527.0,4039.0,5232.0,10013.0,3358.1,4139.0,949.0,799.0,2184.0,4664.0,2603.0,2556.0,15338.0,0.4885,739.0,2,2,5,23.5,0,0,0,0,1,2,1,187,6,1,95,0,4655.0,10,465.5,0.097,0,0,0.325,0.264,0.1409,0.276,0,0.2894,0.1231,1.5434,0.4918,0.69,28062.0,1.3732,1,40,0.9563,8,1,0,1,0,3,5,1,0.0605,0,0.2327,0.754,0,0
39,1,1,1,0,0,6.7,1,2.9,90646.0,7554.0,1,1,3,300000,58290.0,241710.0,0.1943,0,0.1391574841447255,-0.0016,5,0,-1,0,0,-1,5,1,0.8333,53818.0,78084.0,60001.0,151023.0,81537.0,136514.0,93496.0,151023.0,37051.11,39847.0,49706.0,38096.0,69698.0,33394.0,79090.0,51638.0,309831.0,0.5523,632.0,4,4,3,7.0,0,0,0,1,5,3,0,90,3,0,0,1,89840.0,24,3743.33,0.0404,2,0,0.6867,0.2728,0.2058,0.0959,0,0.3555,0.643,12.3754,3.3095,0.145,26287.0,11.8915,1,30,0.8711,5,1,1,0,0,5,21,1,0.4074,0,0.2995,6.8349,0,1
52,1,2,2,1,1,4.2,2,7.2,25491.0,2124.0,2,0,1,30000,18330.0,11670.0,0.611,0,0.6026741799275284,0.0044,3,-1,0,-1,4,0,4,2,0.6667,12973.0,5165.0,12162.0,9238.0,13223.0,5829.0,9765.0,13223.0,3289.49,9766.0,4340.0,8862.0,8694.0,9446.0,2743.0,7308.0,43851.0,0.7484,564.0,0,12,6,0.5,1,2,0,0,3,3,1,162,7,1,195,2,6785.0,21,323.1,0.1807,0,0,0.4806,0.2341,0.1778,0.2556,0,0.2763,0.719,4.5953,1.1768,0.2182,18354.0,3.1929,1,33,0.8082,8,1,0,1,1,6,9,0,0.39,0,0.2262,3.4391,1,0
49,1,2,2,3,0,3.1,1,9.4,44157.0,3680.0,2,0,2,150000,32115.0,117885.0,0.2141,0,0.2418707515749938,0.0734,-1,-2,0,1,-1,4,4,2,0.6667,64252.0,122894.0,69142.0,94989.0,59666.0,85420.0,82727.0,122894.0,21712.84,20475.0,21166.0,57643.0,75260.0,12374.0,49584.0,39417.0,236502.0,0.4765,640.0,1,7,6,1.8,1,0,0,0,5,3,1,165,7,1,450,1,77258.0,23,3359.04,0.1329,0,0,0.2875,0.1356,0.2172,0.2574,0,0.7848,0.7273,22.4741,3.3969,0.3133,41508.0,20.9883,1,14,0.4794,6,1,1,0,0,7,38,1,0.5411,0,0.515,10.7082,0,1
36,2,2,1,1,0,6.4,1,10.8,47130.0,3928.0,1,0,5,80000,23488.0,56512.0,0.2936,0,0.2322233014726872,0.0262,-1,5,0,2,-2,1,5,3,0.5,41604.0,25763.0,31465.0,20819.0,27820.0,62375.0,34974.0,62375.0,13805.02,31787.0,21018.0,21432.0,11217.0,13863.0,41107.0,23404.0,140424.0,0.6692,802.0,1,6,4,14.5,1,3,0,0,2,3,1,17,3,1,95,0,35782.0,23,1555.74,0.1969,0,1,0.3496,0.1332,0.279,0.2276,0,0.215,0.4984,8.9015,1.6974,0.6353,50900.0,9.1072,1,37,0.2002,13,1,1,1,0,3,0,1,0.4809,0,0.4473,5.9567,1,0
55,2,3,2,4,1,0.5,1,13.3,45704.0,3809.0,3,0,2,80000,19344.0,60656.0,0.2418,0,0.2409540218897548,0.0401,0,-1,0,0,1,0,1,1,0.8333,34147.0,16781.0,44882.0,4943.0,7643.0,15421.0,20636.0,44882.0,14303.62,9694.0,11968.0,42966.0,4404.0,4018.0,11683.0,14122.0,84733.0,0.6843,473.0,0,6,7,0.8,0,0,0,1,5,1,1,200,7,0,0,1,22068.0,23,959.48,0.0501,1,0,0.8102,0.675,0.2331,0.0632,0,0.1736,0.4232,5.4163,1.7504,0.3694,60786.0,5.7921,1,5,0.5665,9,1,0,1,0,9,3,0,0.1156,0,0.2758,3.7066,0,0
37,2,1,3,1,1,1.3,1,1.7,48765.0,4064.0,2,1,4,100000,68390.0,31610.0,0.6839,0,0.7251797649811921,-0.0953,-1,0,1,-1,-1,0,1,1,0.8333,7530.0,13256.0,32606.0,30974.0,24390.0,34300.0,23843.0,34300.0,10128.24,5549.0,7515.0,15810.0,22524.0,19129.0,31165.0,16949.0,101692.0,0.7109,677.0,0,14,9,2.3,1,1,0,0,3,3,1,187,6,0,95,1,15860.0,23,689.57,0.1122,2,0,0.7879,0.0328,0.6288,0.1098,0,0.1339,1.4024,5.8654,2.0506,0.0944,8290.0,3.9016,0,43,0.2035,3,1,0,1,0,8,6,1,0.4383,0,0.1586,4.1695,0,0
59,2,2,1,0,0,2.5,4,1.5,53906.0,4492.0,1,0,1,150000,12270.0,137730.0,0.0818,0,0.0884329202530058,-0.0472,-1,-1,0,1,-1,0,1,1,0.8333,13833.0,59945.0,12873.0,50072.0,39780.0,21554.0,33010.0,59945.0,18105.87,9378.0,50092.0,7635.0,19293.0,25912.0,16759.0,21512.0,129069.0,0.6517,850.0,1,12,1,1.3,0,1,0,0,4,3,0,51,3,1,0,1,25953.0,15,1730.2,0.0425,0,0,0.8412,0.0321,0.1944,0.126,1,0.2167,0.2276,7.347,2.7826,0.0375,8086.0,5.7763,1,32,0.0787,10,1,1,0,0,1,21,1,0.4365,0,0.173,4.7879,0,0
68,2,1,1,0,1,0.7,2,0.9,97158.0,8096.0,1,0,4,150000,45180.0,104820.0,0.3012,0,0.3099655981360542,0.0607,0,2,-1,-1,-1,0,2,1,0.8333,61095.0,123645.0,7029.0,59482.0,108135.0,16795.0,62697.0,123645.0,42813.73,12988.0,33000.0,5618.0,33368.0,50627.0,10684.0,24381.0,146285.0,0.3889,732.0,2,5,9,14.3,2,0,0,0,3,1,1,228,3,1,95,4,63448.0,15,4229.87,0.2798,1,0,0.3619,0.0447,0.3964,0.4801,0,0.4278,0.465,7.7432,1.5439,0.0184,8744.0,7.836,1,12,0.563,9,0,0,2,0,7,20,1,0.3402,0,0.423,3.0111,0,1
46,2,2,3,0,1,1.4,1,1.6,34441.0,2870.0,1,0,2,150000,82125.0,67875.0,0.5475,0,0.5270409486270425,-0.0335,-1,3,0,-1,3,-1,3,2,0.6667,72847.0,62150.0,39359.0,20277.0,25407.0,47019.0,44510.0,72847.0,18704.48,38298.0,26026.0,19913.0,11311.0,13119.0,21867.0,21756.0,130534.0,0.4888,649.0,1,13,6,6.1,0,0,0,0,5,2,1,123,6,1,95,1,28928.0,17,1701.65,0.2545,2,1,0.2282,0.0582,0.3037,0.3196,3,0.6643,2.3844,15.5033,4.3551,0.0593,5511.0,10.0759,1,2,0.1162,4,1,1,3,0,4,25,0,0.4471,0,0.1929,7.5778,1,0
68,2,1,1,0,1,6.8,1,15.2,42732.0,3561.0,1,1,5,30000,17667.0,12333.0,0.5889,0,0.5526717002404032,0.0061,-1,0,1,-1,-1,3,3,2,0.6667,20751.0,19647.0,5414.0,1011.0,13092.0,5165.0,10847.0,20751.0,7517.96,11886.0,13648.0,3171.0,388.0,7222.0,3887.0,6700.0,40202.0,0.6177,614.0,3,12,6,15.2,0,1,0,0,5,2,1,31,2,1,95,0,9675.0,13,744.23,0.055,3,0,0.8616,0.0098,0.38,0.3813,0,0.273,0.4134,3.0452,0.702,0.3102,64953.0,2.7162,1,29,0.8524,7,1,0,2,3,9,39,1,0.058,0,0.3225,1.881,0,0
59,2,1,2,1,1,2.0,1,2.9,111725.0,9310.0,1,1,2,50000,9925.0,40075.0,0.1985,0,0.1448202296225633,-0.0674,3,5,2,1,-1,-1,5,4,0.3333,23476.0,19334.0,20768.0,4220.0,11277.0,12462.0,15256.0,23476.0,6582.97,11484.0,15698.0,11979.0,1857.0,8082.0,6299.0,9233.0,55399.0,0.6052,523.0,1,10,7,6.8,0,0,0,0,5,3,0,122,4,1,450,0,15642.0,27,579.33,0.1491,0,0,0.6899,0.0551,0.252,0.2588,0,0.2401,0.0888,1.6385,0.4475,0.0725,32400.0,1.6799,1,15,0.71,4,1,0,4,1,3,64,0,0.3875,0,0.3128,0.9916,1,1
24,2,1,1,1,2,4.1,1,2.4,42490.0,3541.0,1,0,1,50000,41975.0,8025.0,0.8395,0,0.756249987556472,-0.0314,5,0,-1,2,-1,-1,5,2,0.6667,21126.0,18891.0,18719.0,14717.0,15572.0,9747.0,16462.0,21126.0,3689.52,16357.0,10126.0,3425.0,10262.0,12499.0,8696.0,10228.0,61365.0,0.6213,568.0,4,8,2,2.6,1,0,0,0,2,2,1,10,3,0,95,0,12676.0,18,704.22,0.0856,0,1,0.3,0.0344,0.4239,0.4362,0,0.3947,0.9879,4.6477,1.1767,0.48,10198.0,3.5788,1,9,0.3946,4,0,0,1,1,1,52,1,0.4585,0,0.2535,2.8876,1,0
50,2,1,2,1,1,9.9,1,0.7,98785.0,8232.0,1,1,2,80000,24464.0,55536.0,0.3058,0,0.3464520027056488,-0.0101,0,-1,-2,5,1,0,5,2,0.6667,4229.0,41320.0,20789.0,24251.0,7785.0,24395.0,20462.0,41320.0,12173.77,3224.0,13116.0,8050.0,20056.0,6756.0,11611.0,10469.0,62813.0,0.5116,561.0,0,12,7,6.5,0,0,0,0,5,1,1,55,7,1,95,0,13123.0,18,729.06,0.1762,2,0,0.8275,0.2045,0.6399,0.2799,0,0.7014,0.2476,2.4854,0.8098,0.0226,6915.0,1.594,1,7,0.5556,4,1,1,1,0,5,47,0,0.1711,0,0.164,1.2716,0,0
50,1,4,2,1,1,6.7,1,1.2,48171.0,4014.0,1,1,4,100000,45420.0,54580.0,0.4542,0,0.4112942258094954,0.0411,-1,2,-1,0,0,1,2,2,0.6667,16368.0,12107.0,66894.0,46040.0,17490.0,32146.0,31841.0,66894.0,19430.27,7901.0,3992.0,41361.0,19640.0,15638.0,7412.0,15991.0,95944.0,0.5022,711.0,3,9,9,3.1,0,0,0,0,5,3,1,16,7,0,450,1,25462.0,15,1697.47,0.1692,0,1,0.399,0.2044,0.2476,0.2555,0,0.5428,0.9429,7.9305,2.0759,0.0387,5781.0,6.3417,1,2,0.8842,6,1,1,1,0,6,49,1,0.9146,0,0.2546,3.9828,0,0
22,2,2,1,1,1,9.8,1,0.7,55500.0,4625.0,1,0,3,200000,42220.0,157780.0,0.2111,0,0.1937064732522825,-0.1535,1,0,-2,0,-1,0,1,1,0.8333,115439.0,17677.0,30295.0,78914.0,22747.0,82589.0,57944.0,115439.0,36463.5,60247.0,7379.0,10344.0,58274.0,9372.0,28660.0,29046.0,174276.0,0.5013,606.0,1,4,1,7.6,0,0,0,0,3,2,1,69,5,0,0,0,44438.0,15,2962.53,0.0022,1,0,0.6952,0.0165,0.3853,0.5753,0,0.3387,0.7607,12.5257,3.6035,0.2333,3885.0,9.6061,1,11,0.8901,8,1,0,1,0,6,0,1,0.415,0,0.2222,6.2789,0,0
56,2,2,1,3,0,7.0,2,2.7,58242.0,4854.0,1,0,4,10000,3081.0,6919.0,0.3081,0,0.2910766052991407,-0.0333,0,-1,2,-1,0,-1,2,1,0.8333,6947.0,3502.0,4143.0,1768.0,2729.0,4058.0,3858.0,6947.0,1603.78,3299.0,1463.0,2266.0,1467.0,1063.0,3811.0,2228.0,13369.0,0.5775,850.0,1,10,8,7.1,0,0,0,0,3,1,0,77,7,1,95,1,3036.0,20,151.8,0.08,1,0,0.9717,0.2072,0.421,0.3286,0,0.8502,0.0529,0.7946,0.1717,0.073,15725.0,0.6253,1,38,0.6405,7,0,1,0,0,1,30,0,0.3281,0,0.3036,0.4589,0,0
46,2,4,1,0,2,13.8,1,7.0,85681.0,7140.0,3,0,1,30000,16419.0,13581.0,0.5473,0,0.590262089731754,0.0074,0,-1,0,0,0,-1,0,0,1.0,18238.0,20409.0,5534.0,20811.0,17951.0,12251.0,15866.0,20811.0,5398.83,8719.0,17349.0,3431.0,10637.0,13560.0,5805.0,9917.0,59501.0,0.625,614.0,1,9,3,7.0,0,0,0,0,5,2,1,85,2,1,450,0,14024.0,20,701.2,0.0749,1,0,0.0811,0.1472,0.2032,0.3723,1,0.1654,0.1916,2.2218,0.3501,0.2593,59977.0,1.9639,1,21,0.2675,7,1,0,1,0,1,0,1,0.6262,0,0.4675,1.3887,0,1
21,1,2,2,3,0,9.9,1,8.9,33040.0,2753.0,1,1,3,200000,77640.0,122360.0,0.3882,0,0.3365105819305953,-0.0751,0,-1,1,3,1,-1,3,3,0.5,85668.0,106452.0,174562.0,53262.0,82905.0,87549.0,98400.0,174562.0,37467.47,44652.0,56409.0,117426.0,22413.0,24934.0,72399.0,56372.0,338233.0,0.5729,733.0,0,7,4,1.4,0,0,0,0,5,1,1,59,7,1,0,0,71465.0,18,3970.28,0.3602,1,1,0.4616,0.1593,0.4371,0.3518,1,0.3762,2.3498,35.7298,6.0531,1.0,29406.0,25.9495,1,41,0.6046,9,1,1,3,0,2,28,1,0.504,0,0.3573,20.4691,0,0
46,1,2,2,0,0,13.5,3,0.6,28313.0,2359.0,1,0,2,80000,52744.0,27256.0,0.6593,0,0.6885791635237218,-0.0279,-1,-1,-1,0,-1,4,4,1,0.8333,13323.0,17172.0,44655.0,41680.0,13924.0,8075.0,23138.0,44655.0,14436.68,5577.0,4405.0,29933.0,11568.0,10968.0,5838.0,11382.0,68289.0,0.4919,709.0,2,4,7,4.6,0,0,0,0,3,1,0,235,4,1,450,1,20123.0,18,1117.94,0.1252,0,0,0.9069,0.0367,0.099,0.4403,0,0.791,1.8628,9.8042,2.8255,0.0222,1699.0,8.5267,1,16,0.4443,9,1,0,1,0,9,1,1,0.2306,0,0.2515,4.8229,0,0
46,1,1,3,3,0,3.4,1,11.9,111316.0,9276.0,1,1,2,30000,6396.0,23604.0,0.2132,0,0.239221911354313,0.0547,-1,1,0,0,-1,-2,1,1,0.8333,7215.0,8022.0,5020.0,5547.0,18246.0,17907.0,10326.0,18246.0,5570.42,6477.0,5127.0,2204.0,2731.0,12517.0,13619.0,7112.0,42675.0,0.6887,653.0,0,9,0,2.7,0,0,0,0,1,1,0,75,4,1,0,0,10297.0,20,514.85,0.3378,2,1,0.8165,0.2383,0.353,0.207,1,0.5581,0.0575,1.1131,0.2695,0.4407,132466.0,1.1099,1,6,0.298,10,0,1,3,0,3,54,0,0.2305,0,0.3432,0.7666,0,0
65,1,1,2,1,1,0.4,1,8.0,406343.0,33862.0,1,1,3,10000,4421.0,5579.0,0.4421,0,0.4882757038945972,0.0648,-1,-1,7,-2,-1,-2,7,1,0.8333,939.0,3505.0,2358.0,4763.0,5387.0,2513.0,3244.0,5387.0,1505.56,583.0,2451.0,953.0,1943.0,4011.0,1119.0,1843.0,11060.0,0.5681,791.0,0,8,7,1.3,1,0,0,0,2,3,0,29,7,1,0,4,2969.0,15,197.93,0.0383,0,1,0.3409,0.1288,0.0764,0.5711,0,0.5215,0.0109,0.0958,0.0246,0.1739,325074.0,0.0877,1,45,0.4084,8,1,1,2,0,3,0,1,0.4442,0,0.2969,0.0544,0,0
64,2,1,2,0,1,1.3,1,5.0,41364.0,3447.0,1,0,4,30000,9813.0,20187.0,0.3271,0,0.3286698941637541,0.0577,-1,0,-1,1,0,-1,1,1,0.8333,16301.0,11814.0,16146.0,5354.0,668.0,18175.0,11410.0,18175.0,6381.56,9210.0,10711.0,11735.0,1797.0,184.0,13977.0,7936.0,47614.0,0.6955,576.0,0,13,1,20.3,1,0,0,0,5,2,1,154,7,1,95,0,9334.0,25,373.36,0.0146,0,0,0.2073,0.1313,0.4301,0.1387,1,0.5674,0.2372,3.3092,0.7253,0.1111,20682.0,2.7071,1,32,0.8562,9,1,1,1,1,6,0,1,0.571,0,0.3111,2.3016,0,0
28,1,3,2,2,0,0.3,1,0.1,40440.0,3370.0,3,0,5,150000,107100.0,42900.0,0.714,0,0.6723371223412893,0.0275,0,0,0,0,0,0,0,0,1.0,47945.0,75293.0,20947.0,113473.0,61790.0,76250.0,65950.0,113473.0,28338.94,40353.0,65032.0,12951.0,39915.0,10352.0,66635.0,39206.0,235238.0,0.5945,801.0,2,4,4,22.6,1,2,0,0,5,1,1,138,6,1,0,0,39696.0,12,3308.0,0.1301,2,1,0.8678,0.2313,0.267,0.0586,0,0.2597,2.6483,19.5639,3.7091,0.0111,404.0,11.7757,1,23,0.0514,6,1,1,1,0,7,47,1,0.4986,0,0.2646,11.6304,0,1
39,1,1,2,0,2,1.8,1,15.6,37291.0,3108.0,1,0,3,80000,31504.0,48496.0,0.3938,0,0.4510759811806614,0.0671,2,-1,-1,2,0,0,2,2,0.6667,33493.0,34329.0,11659.0,31482.0,29473.0,22129.0,27094.0,34329.0,7969.7,11737.0,16298.0,10372.0,20924.0,13755.0,12468.0,14259.0,85554.0,0.5263,634.0,2,14,6,9.6,0,0,0,0,1,2,1,232,1,1,0,1,20479.0,16,1279.94,0.0383,1,0,0.6541,0.2939,0.4914,0.6058,0,0.5133,0.8448,8.7147,2.1452,0.78,58174.0,6.587,1,3,0.139,11,0,0,1,0,2,56,1,0.3306,0,0.256,4.5864,1,1
57,2,1,2,2,1,1.7,3,1.4,59723.0,4977.0,1,0,3,10000,665.0,9335.0,0.0665,0,0.0637072813979711,0.0269,2,-1,0,-1,2,-1,2,2,0.6667,6534.0,4398.0,4917.0,995.0,3614.0,5486.0,4324.0,6534.0,1740.58,5395.0,1156.0,1364.0,778.0,2049.0,2183.0,2154.0,12925.0,0.4981,655.0,2,14,6,38.5,0,0,0,0,4,3,1,14,3,1,95,0,4445.0,17,261.47,0.0448,0,0,0.4784,0.0142,0.362,0.4408,0,0.521,0.0111,0.8686,0.1674,0.0368,8361.0,0.8929,1,14,0.4745,7,0,0,0,0,5,19,1,0.2005,0,0.4445,0.4327,1,0
57,1,1,1,1,1,1.2,4,0.3,21128.0,1761.0,3,0,1,150000,84750.0,65250.0,0.565,0,0.5391108782591463,-0.0686,2,0,0,4,0,-2,4,2,0.6667,52587.0,15861.0,22975.0,102274.0,93871.0,20342.0,51318.0,102274.0,35187.4,38620.0,10925.0,5731.0,99096.0,75559.0,16174.0,41018.0,246105.0,0.7993,604.0,1,11,2,5.5,1,0,0,0,2,4,1,160,1,1,95,2,36971.0,21,1760.52,0.0932,1,1,0.8257,0.2731,0.698,0.3368,0,0.3549,4.0111,29.1249,7.0992,0.0079,634.0,20.9824,1,31,0.5179,9,0,1,1,2,1,66,1,0.4999,0,0.2465,23.2792,1,1
50,1,1,3,2,0,3.3,2,1.9,79202.0,6600.0,1,0,5,200000,127640.0,72360.0,0.6382,0,0.6111417966453752,-0.0061,1,-1,0,-1,-1,-1,1,1,0.8333,34552.0,68772.0,119832.0,21647.0,62936.0,77546.0,64214.0,119832.0,31584.01,21251.0,44299.0,52975.0,16918.0,20219.0,22717.0,29730.0,178379.0,0.463,718.0,1,2,4,17.2,0,0,0,0,1,3,0,143,6,0,0,4,63719.0,11,5792.64,0.2107,3,0,0.7839,0.0802,0.4271,0.5645,2,0.3829,1.6116,9.7279,2.5252,0.0613,15048.0,9.6529,1,45,0.8822,10,1,1,0,0,6,36,0,0.235,0,0.3186,4.5039,0,0
53,1,1,2,4,1,5.7,2,6.3,43947.0,3662.0,1,0,3,20000,8126.0,11874.0,0.4063,0,0.3880972385408239,-0.0395,0,2,-1,-1,-2,-1,2,1,0.8333,5879.0,1189.0,3952.0,12614.0,2435.0,6057.0,5354.0,12614.0,3681.28,2416.0,520.0,2482.0,9684.0,1715.0,3946.0,3460.0,20763.0,0.6462,649.0,1,12,9,1.4,0,0,0,0,5,1,1,212,3,1,195,4,3964.0,20,198.2,0.0046,1,0,0.8125,0.0163,0.1876,0.351,1,0.7408,0.1849,1.4616,0.4551,0.1853,27687.0,1.0822,1,50,0.0119,9,0,0,1,2,3,58,0,0.3158,0,0.1982,0.9446,0,0
32,2,2,2,1,1,7.2,2,3.0,157012.0,13084.0,2,0,1,100000,30830.0,69170.0,0.3083,0,0.2631373457271295,-0.0165,-1,0,-1,-2,-1,0,0,0,1.0,32873.0,34695.0,17241.0,52817.0,11748.0,8277.0,26275.0,52817.0,15467.61,24222.0,16334.0,8085.0,29798.0,6535.0,2595.0,14595.0,87569.0,0.5555,666.0,1,8,5,15.2,1,0,0,0,5,3,1,27,2,1,95,0,19380.0,21,922.86,0.0046,0,1,0.7587,0.4947,0.1391,0.399,0,0.5597,0.1964,2.008,0.6369,0.2308,47104.0,1.4811,1,33,0.0858,6,1,1,2,0,2,0,1,0.3483,0,0.1938,1.1154,0,0
50,1,1,1,0,1,6.5,1,1.4,16582.0,1382.0,1,0,1,300000,31860.0,268140.0,0.1062,0,0.0051566688841721,0.0032,2,0,6,-1,2,3,6,4,0.3333,24308.0,75907.0,110248.0,74456.0,109524.0,32230.0,71112.0,110248.0,33525.38,20047.0,37386.0,92584.0,43758.0,85220.0,18686.0,49614.0,297681.0,0.6977,739.0,2,2,6,3.9,1,0,0,0,2,1,1,100,2,1,95,2,55829.0,20,2791.45,0.1763,1,0,0.7851,0.0416,0.1306,0.125,1,0.4982,1.9212,51.4187,18.0908,0.0452,2321.0,40.368,1,22,0.7201,9,0,1,0,0,1,5,1,0.3102,0,0.1861,35.8742,1,1
47,1,2,1,3,1,0.4,1,2.7,80760.0,6730.0,1,0,1,80000,33536.0,46464.0,0.4192,0,0.4851947199274383,0.0771,-1,0,-1,-1,0,0,0,0,1.0,31805.0,41531.0,42715.0,31251.0,21025.0,37798.0,34354.0,42715.0,7383.15,21394.0,37034.0,39980.0,17106.0,13136.0,13937.0,23764.0,142587.0,0.6917,692.0,1,9,7,1.3,0,0,0,0,1,1,0,15,5,1,450,0,27104.0,10,2710.4,0.1207,1,0,0.3789,0.2025,0.2624,0.0218,3,0.6475,0.4152,5.1038,0.9906,0.0964,21805.0,4.0267,0,11,0.7982,5,1,0,3,0,7,28,1,0.7272,0,0.3388,3.5305,0,1
59,2,1,1,1,0,0.5,3,4.5,46236.0,3853.0,3,1,5,20000,5146.0,14854.0,0.2573,0,0.2177714027544652,0.0217,0,-1,-1,0,6,0,6,1,0.8333,12080.0,9343.0,5908.0,2698.0,8954.0,8360.0,7890.0,12080.0,2941.24,6707.0,1916.0,2492.0,727.0,7394.0,6940.0,4363.0,26176.0,0.553,652.0,0,14,1,7.8,0,0,0,0,1,2,0,74,1,0,0,0,5914.0,14,422.43,0.0497,0,0,0.7663,0.2253,0.3099,0.2664,0,0.2178,0.1113,2.0472,0.4326,0.1125,20806.0,1.5345,0,9,0.3928,6,0,0,1,2,7,42,1,0.3429,0,0.2957,1.1321,0,0
29,2,2,1,0,1,2.0,1,7.5,112478.0,9373.0,3,0,1,30000,5193.0,24807.0,0.1731,0,0.1689354228929099,-0.0341,0,0,-2,-1,2,5,5,2,0.6667,16924.0,3904.0,6064.0,5672.0,11597.0,14210.0,9728.0,16924.0,4815.93,5253.0,2536.0,4966.0,2314.0,10115.0,11772.0,6159.0,36956.0,0.6331,639.0,0,5,0,5.0,0,0,0,0,5,3,1,56,5,1,195,2,6671.0,30,222.37,0.1509,1,1,0.2642,0.2389,0.2703,0.4088,0,0.2292,0.0462,1.0378,0.2667,0.75,84358.0,0.7116,0,3,0.784,10,0,1,2,0,6,43,1,0.6807,0,0.2224,0.657,1,0
74,1,1,3,0,1,2.1,1,2.7,39556.0,3296.0,2,0,1,80000,13688.0,66312.0,0.1711,0,0.1421380119659802,0.0012,-2,4,-1,2,-1,0,4,2,0.6667,29269.0,21309.0,46169.0,4339.0,46542.0,11473.0,26517.0,46542.0,16021.26,21138.0,10209.0,19295.0,3350.0,35450.0,9969.0,16568.0,99411.0,0.6248,759.0,2,11,1,7.7,0,0,0,1,3,4,0,156,4,1,95,1,23048.0,26,886.46,0.0092,1,0,0.4035,0.0976,0.7126,0.6749,1,0.715,0.346,8.0428,2.0224,0.0491,10680.0,6.9906,1,38,0.9825,4,1,0,1,0,7,39,1,0.4545,0,0.2881,5.0252,1,1
49,1,1,1,2,0,0.5,3,1.6,54887.0,4574.0,2,0,1,50000,36875.0,13125.0,0.7375,0,0.6792977781665359,0.0864,0,3,-1,-1,-1,0,3,1,0.8333,26891.0,32513.0,13360.0,22349.0,12541.0,3866.0,18587.0,32513.0,9640.42,23389.0,15903.0,6965.0,15171.0,11839.0,705.0,12329.0,73972.0,0.6633,758.0,2,14,0,10.6,1,1,0,1,4,1,1,70,3,1,450,2,17745.0,19,933.95,0.0093,1,0,0.7512,0.0343,0.2548,0.2392,1,0.4304,0.6718,4.0627,0.9109,0.0533,8782.0,3.8787,1,26,0.0603,7,0,0,1,0,7,14,1,0.3133,0,0.3549,2.6949,0,0
53,2,2,3,0,0,0.0,1,6.4,39856.0,3321.0,2,0,1,100000,63330.0,36670.0,0.6333,0,0.5989956926390194,0.0109,0,-2,-1,-1,-1,-1,0,0,1.0,39594.0,61963.0,50971.0,34447.0,25474.0,18202.0,38442.0,61963.0,14749.73,28392.0,10752.0,38887.0,26031.0,7969.0,9394.0,20238.0,121425.0,0.5265,732.0,0,5,4,0.6,0,0,0,0,4,1,1,235,2,1,195,1,33230.0,15,2215.33,0.0032,1,0,0.6069,0.1638,0.4424,0.3367,0,0.8259,1.5889,11.5719,2.509,0.1882,25508.0,10.003,1,33,0.7047,7,1,1,1,0,8,5,1,0.1709,0,0.3323,6.0921,0,0
